alcohol,appellation,bottle size,category,date published,designation,importer,price,taster,url,user avg rating,variety,wine_desc,wine_name,wine_points,winery
13.4%,"Knights Valley, Sonoma, California, US",750 ml,Rose,8/1/2017,Estate Vineyard Rosé of,,"$24,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/lawer-2016-estate-vineyard-rose-of-syrah-knights-valley,Not rated yet [Add Your Review],"Syrah, Shiraz/Syrah","Perfumed and floral, crisp and modulated in acidity, this is an exuberant expression of the variety. Ample acidiy and cherry and orange flavors unfold on the palate, followed by a brisk finish that's laced in spicy nuance.",Lawer 2016 Estate Vineyard Rosé of Syrah (Knights Valley),91.0,Lawer
14.4%,"Napa Valley, Napa, California, US",750 ml,White,8/1/2017,Reserve Estate,,"$32,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/luna-2015-reserve-estate-pinot-grigio-napa-valley,Not rated yet [Add Your Review],"Pinot Grigio, Pinot Grigio/Gris","Lush texture meets crisp acidity in this full-figured exploration of ripe peach and pear. Nutty and quietly floral, it ends in a voluptuous finish of smoky spice.",Luna 2015 Reserve Estate Pinot Grigio (Napa Valley),91.0,Luna
13.5%,"Dão, Portugal",750 ml,White,8/1/2017,Ribeiro Santo,Wine Bridge Imports,"$19,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/magnum-vinhos-2016-ribeiro-santo-encruzado-dao,Not rated yet [Add Your Review],"Encruzado, Portuguese White","This is a beautiful lightly wood-aged wine. Made from arguably Portugal's greatest white grape, it is rich, smooth and balanced elegantly between toastiness and yellow fruits. The wine is still on the young side and will be better from spring 2018.",Magnum Vinhos 2016 Ribeiro Santo Encruzado (Dão),91.0,Magnum Vinhos
13%,"Vinho Verde, Portugal",750 ml,White,8/1/2017,QM,"M Imports, LLC","$23,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/quintas-de-melgaco-2016-qm-alvarinho-vinho-verde,Not rated yet [Add Your Review],"Alvarinho, Albariño","Ripe Alvarinho from its home turf in the Minho Valley, this wine is immediately attractive while also having a more serious intent. There is a crisp apple edge to this textured wine along with a creamy character that makes it both smooth and intense. Drink this from early 2018.",Quintas de Melgaço 2016 QM Alvarinho (Vinho Verde),91.0,Quintas de Melgaço
14.4%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red,8/1/2017,Boushey Vineyard,,"$32,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/damsel-2014-boushey-vineyard-cabernet-franc-yakima-valley,Not rated yet [Add Your Review],Cabernet Franc,"This 100% varietal wine comes from a vineyard best known for its Syrah. It offers brooding aromas of mortared savory herbs, bittersweet chocolate and spice that lead to tart, well-balanced fruit flavors, backed by lightly dry tannins.",Damsel 2014 Boushey Vineyard Cabernet Franc (Yakima Valley),91.0,Damsel
13%,"Alsace, Alsace, France",750 ml,White,8/1/2017,,Bird Rock Imports,"$22,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/domaine-de-la-tour-blanche-2015-pinot-gris-alsace,Not rated yet [Add Your Review],"Pinot Gris, Pinot Grigio/Gris","Enticing notes of ripe juicy yellow pear mix with tangy notes of fresh citrus zest on the nose. The fluid palate has the same interplay of ripe generosity—think yellow plum and ripe pear, and fresh lemony zestiness. This is off dry, full flavored and fresh.",Domaine de la Tour Blanche 2015 Pinot Gris (Alsace),91.0,Domaine de la Tour Blanche
13%,"Alsace, Alsace, France",750 ml,White,8/1/2017,Duttenberg,Martine's Wines,"$33,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/domaine-gresser-2015-duttenberg-riesling-alsace,Not rated yet [Add Your Review],Riesling,"Subdued earth notes precede the ripe freshness of red apple and mirabelle. A touch of residual sweetness boosts ripe fruit flavors of pear and orange, red apple and mirabelle plum. Lemon freshness brightens the palate and makes for an appetizing, zingy and refreshing finish.",Domaine Gresser 2015 Duttenberg Riesling (Alsace),91.0,Domaine Gresser
12.5%,"Vouvray, Loire Valley, France",750 ml,White,8/1/2017,Coteau de la Biche Sec,Vineyard Brands,"$20,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/domaine-pichot-2015-coteau-de-la-biche-sec-vouvray,Not rated yet [Add Your Review],Chenin Blanc,"This dry wine shows hints of honey as well as pure sliced apple and white stone fruits. It is deliciously crisp, bright with acidity, almonds and a tangy texture. The wine is totally ready to drink in its fruity youth.",Domaine Pichot 2015 Coteau de la Biche Sec  (Vouvray),91.0,Domaine Pichot
13.5%,"Alsace, Alsace, France",750 ml,White,8/1/2017,Lieu-Dit Harth - Cuvée Carolin,Weygandt-Metzler,"$24,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/domaine-schoffit-2015-lieu-dit-harth-cuvee-carolin-gewurztraminer-alsace,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer","Honeysuckle richness and lemon freshness vie for attention on the nose. The palate comes in with lots of concentration and very pithy, almost bitter texture as well as residual sweetness. Together they create balance and a very intense tangy finish and leave a lasting impression.",Domaine Schoffit 2015 Lieu-Dit Harth - Cuvée Carolin Gewurztraminer (Alsace),91.0,Domaine Schoffit
13%,"Douro, Portugal",750 ml,White,8/1/2017,Colheita,MundoVino–The Winebow Group,"$20,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/duorum-2015-colheita-white-douro,Not rated yet [Add Your Review],Portuguese White,"To judge by the weight of the bottle, this wine is meant to be taken seriously. In fact, its wood aging is the only serious thing about this attractive, dense and fruity wine. It is finely structured with yellow fruits just supported by the toastiness. Drink the wine now.",Duorum 2015 Colheita White (Douro),91.0,Duorum
14.3%,"Dundee Hills, Willamette Valley, Oregon, US",750 ml,Red,8/1/2017,Bishop,,"$50,  Buy Now",Paul Gregutt,http://www.winemag.com/buying-guide/durant-2014-bishop-pinot-noir-dundee-hills,Not rated yet [Add Your Review],Pinot Noir,"All Pommard clone, from vines 30 and 40-years-old, this offers concentrated strawberry and cherry, with delicate highlights of stem and leaf. The balance and focus are spot-on, and the wine fades gently into a soft finale.",Durant 2014 Bishop Pinot Noir (Dundee Hills),91.0,Durant
14.8%,"Temecula Valley, South Coast, California, US",750 ml,Red,8/1/2017,Pandemonium,,"$35,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/fazeli-cellars-2012-pandemonium-red-temecula-valley,Not rated yet [Add Your Review],Red Blend,"These quirky labels mark a stylish shift in Temecula, where traditional branding has long reigned, yet the wine is as solid as ever. This blend of 64% Petite Sirah, 13% Merlot, 12% Cabernet Franc, 7% Shiraz and 4% Cabernet Sauvignon shows dried black currant, turned loam, dark chocolate dust and dried mint aromas. The flavors are reminiscent of classic Old World bottlings, with cedar, dried herb and stewed plum laced with fresh acidity and a dry texture.",Fazeli Cellars 2012 Pandemonium Red (Temecula Valley),91.0,Fazeli Cellars
14.3%,"Sta. Rita Hills, Central Coast, California, US",750 ml,White,8/1/2017,Barrel Select,,"$50,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/foley-2014-barrel-select-chardonnay-sta-rita-hills,Not rated yet [Add Your Review],Chardonnay,"Plump Asian pear and sea salt aromas accompany lighter hints of butterscortch and marshmallow in this barrel blend from William Foley's estate in the heart of the Sta. Rita Hills. There is a textural pull to the palate, while Gala apple, sea salt and marzipan flavors provide richness.",Foley 2014 Barrel Select Chardonnay (Sta. Rita Hills),91.0,Foley
12%,"Mosel, Germany",750 ml,White,8/1/2017,Brauneberger Juffer Feinherb,Loosen Bros. USA,"$43,  Buy Now",Anna Lee C. Iijima,http://www.winemag.com/buying-guide/fritz-haag-2015-brauneberger-juffer-feinherb-riesling-mosel,Not rated yet [Add Your Review],Riesling,"Earthy, smoky mineral tones extend from nose to finish here, accentuating flavors of fresh red apple, tangerine and lemon. The sharp, racy mouthfeel is softened by hints of honey and a long, salt and citrus finish.",Fritz Haag 2015 Brauneberger Juffer Feinherb Riesling (Mosel),91.0,Fritz Haag
7.5%,"Mosel, Germany",750 ml,White,8/1/2017,Brauneberger Juffer Sonnenuhr Spätlese,Loosen Bros. USA,"$44,  Buy Now",Anna Lee C. Iijima,http://www.winemag.com/buying-guide/fritz-haag-2015-brauneberger-juffer-sonnenuhr-spatlese-riesling-mosel,Not rated yet [Add Your Review],Riesling,"Ripe, fleshy peach and mango flavors seem swathed in honey and caramel in this extra-concentrated spätlese. The richness is balanced by lime acidity and savory nuances of smoke and slate. It's delicately textured yet persistent through a long, slightly sugary finish.",Fritz Haag 2015 Brauneberger Juffer Sonnenuhr Spätlese Riesling (Mosel),91.0,Fritz Haag
13.5%,"Maule Valley, Chile",750 ml,Red,8/1/2017,Lot #57 Truquilemu Vineyard,Elixir Wine Group,"$39,  Buy Now",Michael Schachner,http://www.winemag.com/buying-guide/garage-wine-co-2014-lot-57-truquilemu-vineyard-carignan-maule-valley,Not rated yet [Add Your Review],Carignan,"Sassy berry aromas are earthy and roasted, with a hint of leather. This Maule Carignan is built according to old-vines specifications, meaning it's snappy and acidic. Saucy flavors of fresh tomato and red currant finish long and bold, with nicely applied oak. Drink through 2025.",Garage Wine Co. 2014 Lot #57 Truquilemu Vineyard Carignan (Maule Valley),91.0,Garage Wine Co.
15.5%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red,8/1/2017,The Evil Twin,,"$65,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/gorman-2014-the-evil-twin-syrah-cabernet-sauvignon-red-mountain,Not rated yet [Add Your Review],"Syrah-Cabernet Sauvignon, Red Blend","Syrah makes up just under two-thirds of this blend. Dark in color, it brings aromas of generous French-oak spices along with mineral, olive and dark fruit followed by a spicy top note. The palate is rich and dense, full of tightly wound cherry flavors that linger on the finish.",Gorman 2014 The Evil Twin Syrah-Cabernet Sauvignon (Red Mountain),91.0,Gorman
13.9%,"Paso Robles, Central Coast, California, US",750 ml,Red,8/1/2017,,,"$23,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/harmony-cellars-2014-cabernet-sauvignon-paso-robles,Not rated yet [Add Your Review],Cabernet Sauvignon,"Numerous lively aromas kick off this bottling, from black currant and purple flower to savory smoke and black peppercorn. The palate is framed by buoyant acidity and chalky tannins, which hold up rich black cherry, clove, licorice and mocha flavors.",Harmony Cellars 2014 Cabernet Sauvignon (Paso Robles),91.0,Harmony Cellars
13.5%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Rose,8/1/2017,Esperance Curtis Vineyard,,"$22,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/andrew-murray-2016-esperance-curtis-vineyard-rose-santa-ynez-valley,Not rated yet [Add Your Review],Rosé,"This very pale rosé from Syrah master Andrew Murray shows Pink Lady apple, cantaloupe and spun sugar scents on the nose. It's very fresh on the palate, with lively acidity that cuts through the riper cantaloupe and other melon flavors on the midpalate. Chalky texture raises it above many other rosés.",Andrew Murray 2016 Esperance Curtis Vineyard Rosé (Santa Ynez Valley),91.0,Andrew Murray
14.5%,"Dundee Hills, Willamette Valley, Oregon, US",750 ml,Red,8/1/2017,Archery Summit Estate,,"$150,  Buy Now",Paul Gregutt,http://www.winemag.com/buying-guide/archery-summit-2014-archery-summit-estate-pinot-noir-dundee-hills,Not rated yet [Add Your Review],Pinot Noir,"A good (not great) year for this cuvée, brings supple strawberry and cherry flavors, streaked with a strong taste of chicken stock. The wine is drinking okay, but re-tasting on the second day did not show the sort of development that promises a good long cellar life.",Archery Summit 2014 Archery Summit Estate Pinot Noir (Dundee Hills),91.0,Archery Summit
14.6%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,8/1/2017,Sestina,,"$65,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/avennia-2014-sestina-red-columbia-valley-wa,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"Coming from older vine plantings at Dionysus, Red Willow, Boushey and Bacchus vineyards, Cabernet Sauvignon (70%) takes the lead, with the rest Merlot (20%) and Cabernet Franc. Aromas of graphite, savory herb and red and black fruit are followed by refined fruit flavors. It shows a sophisticated sensibility, bringing a sense of texture and vibrancy, along with a lingering finish.",Avennia 2014 Sestina Red (Columbia Valley (WA)),91.0,Avennia
13.7%,"Russian River Valley, Sonoma, California, US",750 ml,White,8/1/2017,Estate Grown Estate Bottled,,"$18,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/balletto-2016-estate-grown-estate-bottled-gewurztraminer-russian-river-valley,Not rated yet [Add Your Review],Gewürztraminer,"Balletto is making some fun, brightly crafted whites, like this floral, waxy one, that are not to be ignored amongst all its other estate offerings. Honey and white flower scents punctuate the nose before light, bright layers of lychee and orange flavors come through on the palate.",Balletto 2016 Estate Grown Estate Bottled Gewürztraminer (Russian River Valley),91.0,Balletto
13.4%,"Carneros, Napa-Sonoma, California, US",750 ml,Rose,8/1/2017,Vin Gris of,,"$24,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/bouchaine-2016-vin-gris-of-pinot-noir-carneros,Not rated yet [Add Your Review],Pinot Noir,"This blends 70% whole cluster-pressed juice with 30% saignée, vinified entirely in stainless steel. Fresh flower, cherry, strawberry and tangerine flavors wash brilliantly over the palate, lifted by acidity and just enough weight to feel lush.",Bouchaine 2016 Vin Gris of Pinot Noir (Carneros),91.0,Bouchaine
13.5%,"Vinho Verde, Portugal",750 ml,White,8/1/2017,Grande Escolha,Massanois Imports,"$18,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/casa-do-valle-2016-grande-escolha-white-vinho-verde,Not rated yet [Add Your Review],Portuguese White,"From selected grapes, this partially wood-aged wine is a rich take on Vinho Verde. It has weight and a fine creamy texture. The acidity and the orange zest flavors are filled out with ripe apples and green plums with just a hint of toast. Drink from late 2017.",Casa do Valle 2016 Grande Escolha White (Vinho Verde),91.0,Casa do Valle
12%,"Muscadet Sèvre et Maine, Loire Valley, France",750 ml,White,8/1/2017,Les Grands Gâts Sur Lie,Esprit du Vin,"$10,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/chateau-de-loiseliniere-2014-les-grands-gats-sur-lie-muscadet-sevre-et-maine,Not rated yet [Add Your Review],"Melon, Other White","This is a wine that, unlike many Muscadets, can age well. Although only three years old, it will likely go for several more. That comes from the depth of the fruit, the ripe spice and acidity and the rounded white fruits. So drink now and until 2022.",Chateau de l'Oiselinière 2014 Les Grands Gâts Sur Lie  (Muscadet Sèvre et Maine),91.0,Chateau de l'Oiselinière
14.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,8/1/2017,Ethos Reserve,,"$45,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/chateau-ste-michelle-2013-ethos-reserve-merlot-columbia-valley-wa,Not rated yet [Add Your Review],Merlot,"Most of the fruit for this wine comes from the esteemed Cold Creek Vineyard. It brings an aromatic medley of plum, cocoa, vanilla, milk chocolate and spice. The flavors are plush in feel, barrel heavy, but still bringing plenty of appeal.",Chateau Ste. Michelle 2013 Ethos Reserve Merlot (Columbia Valley (WA)),91.0,Chateau Ste. Michelle
15.6%,"Santa Maria Valley, Central Coast, California, US",750 ml,Red,8/1/2017,Michelle's Hillside Signature Estate,,"$48,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/cottonwood-canyon-2008-michelles-hillside-signature-estate-pinot-noir-santa-maria-valley,Not rated yet [Add Your Review],Pinot Noir,"Norman Beko saves library wines for his fans to enjoy, and this bottling, which shows its age yet remains interesting, is one great example. Kirsch, leather, charred wood and cola aromas lead to a palate laced with hibiscus, cherry paste, hoisin and earthy spice. It is nearly past its prime, so drink up.",Cottonwood Canyon 2008 Michelle's Hillside Signature Estate Pinot Noir (Santa Maria Valley),91.0,Cottonwood Canyon
13.5%,"Alsace, Alsace, France",750 ml,White,8/1/2017,Trois Châteaux,Kermit Lynch Wine Merchant,"$29,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/kuentz-bas-2015-trois-chateaux-pinot-gris-alsace,Not rated yet [Add Your Review],"Pinot Gris, Pinot Grigio/Gris","Inviting notes of ripe juicy pear have an earthy pithy tint. The palate shows the same contrast of rich beguiling fruit and earthier pithier elements of bitterness. They work well together and create a harmonious textured picture. The palate is generous, concentrated and finishes off dry.",Kuentz-Bas 2015 Trois Châteaux Pinot Gris (Alsace),91.0,Kuentz-Bas
14.5%,"Guenoc Valley, Mendocino/Lake Counties, California, US",750 ml,White,8/1/2017,Night,,"$30,  Buy Now",Jim Gordon,http://www.winemag.com/buying-guide/langtry-2015-night-marsanne-guenoc-valley,Not rated yet [Add Your Review],Marsanne,"Not many varietal Marsannes are made in California, and this one is impressive. Savory, earthy nuances—rather than fruity ones—dominate, giving it a distinctive flavor profile. It starts with dried herb and mineral aromas, brings in fennel bulb and white pepper flavors and wraps it all with a luscious texture that powers a long, lingering finish.",Langtry 2015 Night Marsanne (Guenoc Valley),91.0,Langtry
14.3%,"Sta. Rita Hills, Central Coast, California, US",750 ml,White,8/1/2017,Zoula Nunn,,"$35,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/lincourt-2014-zoula-nunn-chardonnay-sta-rita-hills,Not rated yet [Add Your Review],Chardonnay,"This bottling named after vintner Bill Foley's mother shows apricot, gardenia and smoke aromas, accenting its underlying minerality that recalls hot sand on a beach. The clean and crisp flavors combine sea salt and lemon peel with Asian pear and a touch of honeydew melon.",Lincourt 2014 Zoula Nunn Chardonnay (Sta. Rita Hills),91.0,Lincourt
14.9%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,8/1/2017,Old Vines,,"$65,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/mark-ryan-2014-old-vines-cabernet-sauvignon-columbia-valley-wa,Not rated yet [Add Your Review],Cabernet Sauvignon,"This is 100% varietal with the fruit coming from Ciel du Cheval, Red Willow and Phinny Hill vineyards. Expressive but still wound-up aromas of exotic spice, French oak, chocolate and dark fruit are followed by pitch-black fruit flavors and tightly wound tannins. It's not yet ready to fully reveal its charms but has the stuffing to go the distance.",Mark Ryan 2014 Old Vines Cabernet Sauvignon (Columbia Valley (WA)),91.0,Mark Ryan
14.9%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red,8/1/2017,Wild Eyed,,"$48,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/mark-ryan-2014-wild-eyed-syrah-red-mountain,Not rated yet [Add Your Review],"Syrah, Shiraz/Syrah","Ciel du Cheval Vineyard fruit makes up the majority of this wine, with the balance from Olsen Vineyard in the Yakima Valley. Aromas are bright and fruit forward, with notes of purple fruit and spice. The palate is rich, dense and dark, pulling up just a touch toward the finish.",Mark Ryan 2014 Wild Eyed Syrah (Red Mountain),91.0,Mark Ryan
7.5%,"Mosel, Germany",750 ml,White,8/1/2017,Herrenberg Spätlese Grosse Lage,Loosen Bros. USA,"$38,  Buy Now",Anna Lee C. Iijima,http://www.winemag.com/buying-guide/maximin-grunhauser-2015-herrenberg-spatlese-grosse-lage-riesling-mosel,Not rated yet [Add Your Review],Riesling,"Penetrating veins of slate and smoke meander through crisp cantaloupe, lemon and lime in this elegant semidry Riesling. Racy and taut with acidity, the palate is punctuated by a lingering honey and steel finish. Drink now through 2025.",Maximin Grünhäuser 2015 Herrenberg Spätlese Grosse Lage Riesling (Mosel),91.0,Maximin Grünhäuser
14.5%,"El Dorado, Sierra Foothills, California, US",750 ml,Red,8/1/2017,Estate,,"$30,  Buy Now",Jim Gordon,http://www.winemag.com/buying-guide/miraflores-2011-estate-syrah-el-dorado,Not rated yet [Add Your Review],"Syrah, Shiraz/Syrah","Bold but also harmonious, this full-bodied, dry wine blends dark fruit flavors with mild spice and chocolate notes for a mouth-filling, palate-pleasing and attractively complex personality. Extra bottle age helps it bring together several flavor threads that are fun to pick out.",Miraflores 2011 Estate Syrah (El Dorado),91.0,Miraflores
14%,"Cigales, Northern Spain, Spain",750 ml,Red,8/1/2017,Reserva,Carolina Wine Brands USA,"$20,  Buy Now",Michael Schachner,http://www.winemag.com/buying-guide/museum-2011-reserva-tempranillo-cigales,Not rated yet [Add Your Review],Tempranillo,"This Tempranillo from little-known Cigales opens with potent crushed brick, spice, toasty oak and berry aromas. The palate has a juicy, fresh outlook and no excess weight or overextraction. Its plum, berry, spice and vanilla flavors finish with a note of mature, sweet tobacco. Drink through 2020.",Museum 2011 Reserva Tempranillo (Cigales),91.0,Museum
14.6%,"Rutherford, Napa, California, US",750 ml,Red,8/1/2017,Rutherford Bench Reserve,,"$120,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/old-acre-wines-2013-rutherford-bench-reserve-cabernet-sauvignon-rutherford,Not rated yet [Add Your Review],Cabernet Sauvignon,"Almost entirely varietal and given nearly two years in 60% new French oak, this wine is dusty, with generous fruit, stony texture and tension. Blackberry flavor leads the palate, offering succulence and length.",Old Acre Wines 2013 Rutherford Bench Reserve Cabernet Sauvignon (Rutherford),91.0,Old Acre Wines
14.1%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red,8/1/2017,DuBrul Vineyard,,"$85,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/owen-roe-2014-dubrul-vineyard-red-yakima-valley,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"Cabernet Sauvignon (71%) is in the lead here followed by Merlot (24%) and Cabernet Franc. Brooding aromas of herb, smoke, cherry and spice are followed by an elegantly styled palate. Lightly crunchy tannins and tart acids provide support. It's a very pretty expression of this esteemed vineyard.",Owen Roe 2014 DuBrul Vineyard Red (Yakima Valley),91.0,Owen Roe
13.5%,"Alsace, Alsace, France",750 ml,White,8/1/2017,,"Skurnik Wines, Inc","$18,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/paul-blanck-2015-pinot-gris-alsace,Not rated yet [Add Your Review],"Pinot Gris, Pinot Grigio/Gris","Ripeness and generosity of pure pear flavors characterize nose and palate. There is concentration on the palate and both juicy ripeness and zesty freshness, creating a lively fruit-driven wine. The finish is long and appetizing.",Paul Blanck 2015 Pinot Gris (Alsace),91.0,Paul Blanck
14%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,8/1/2017,Baby Bear,,"$60,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/pursued-by-bear-2013-baby-bear-syrah-columbia-valley-wa,Not rated yet [Add Your Review],"Syrah, Shiraz/Syrah","In this blend of fruit from Lewis and Phinny Hill vineyards, sweet spice, baking spice, vanilla and dark fruit lead to silky dark fruit and barrel flavors. The wood influence is primary but it still brings a lot of appeal.",Pursued by Bear 2013 Baby Bear Syrah (Columbia Valley (WA)),91.0,Pursued by Bear
12.5%,"Vinho Verde, Portugal",750 ml,White,8/1/2017,,Wine In-Motion,"$20,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/quinta-de-soalheiro-2016-alvarinho-vinho-verde,Not rated yet [Add Your Review],"Alvarinho, Albariño","From the northern Vinho Verde region of Monçao and Melgaço, this finely textured wine is young, although already delicious. Its texture brings out the minerality from the granite soil, giving the wine a zesty character. The fruit bursts out of the glass: delicious citrus and sliced apples and a great burst of acidity. Drink from late 2017.",Quinta de Soalheiro 2016 Alvarinho (Vinho Verde),91.0,Quinta de Soalheiro
13.4%,"Edna Valley, Central Coast, California, US",750 ml,White,8/1/2017,Sawyer-Lindquist Vineyard,,"$28,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/qupe-2015-sawyer-lindquist-vineyard-marsanne-edna-valley,Not rated yet [Add Your Review],Marsanne,"Bob Lindquist may be the only winemaker in California who knows how to make Marsanne in a compelling way, and his only grow more fascinating with each passing vintage. This shows dried apple, light melon, sweet chamomile and tangy lime juice on the nose. Racy acidity and tactile tension show on the palate, with light stone fruit and citrus flavors that will intensify with time in bottle. Drink 2018–2030.",Qupé 2015 Sawyer-Lindquist Vineyard Marsanne (Edna Valley),91.0,Qupé
13.1%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,White,8/1/2017,Winemaker's Reserve,,"$29,  Buy Now",Paul Gregutt,http://www.winemag.com/buying-guide/reustle-2015-winemakers-reserve-gruner-veltliner-umpqua-valley,Not rated yet [Add Your Review],Grüner Veltliner,"This reserve bottling, done entirely in stainless, brings extra weight and depth, with an enticing floral top note. Oranges and citrus-peel aromas carry into the palate, and a sense of powdered sugar suggests that perhaps it wasn't fermented completely dry. In any event, it's complex, compact and commanding.",Reustle 2015 Winemaker's Reserve Grüner Veltliner (Umpqua Valley),91.0,Reustle
14.5%,"Russian River Valley, Sonoma, California, US",750 ml,Red,8/1/2017,Estate Grown,,"$65,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/rochioli-2015-estate-grown-pinot-noir-russian-river-valley,Not rated yet [Add Your Review],Pinot Noir,"Cherry spice and earthy compost meet in this well-made, full-bodied wine from a warm vintage. Despite its density and concentration, it's freshened by bright acidity and a streak of cinnamon cola that lasts into the finish.",Rochioli 2015 Estate Grown Pinot Noir (Russian River Valley),91.0,Rochioli
13.9%,"Willamette Valley, Oregon, US",750 ml,White,8/1/2017,Yamhill Vineyard,,"$28,  Buy Now",Paul Gregutt,http://www.winemag.com/buying-guide/seufert-2015-yamhill-vineyard-pinot-blanc,Not rated yet [Add Your Review],Pinot Blanc,"This pure varietal effort includes 20% that was barrel fermented. This is flat-out delicious and overflowing with ripe fruits: a pleasing blend of oranges, peaches and papayas. It's rich enough to stand in for your favorite Chardonnay, while offering flavors that more closely resemble a New World take on a white Rhône blend.",Seufert 2015 Yamhill Vineyard Pinot Blanc,91.0,Seufert
14.5%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red,8/1/2017,McClellan Estate,,"$30,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/seven-hills-2014-mcclellan-estate-malbec-walla-walla-valley-wa,Not rated yet [Add Your Review],Malbec,"This is an aromatic wine, with generous notes of potpourri, clove, dried herb and purple fruit. The palate is lush and fruit forward, supported by tart, vibrant acidity. It's lovely on its own but should really sing at the dinner table.",Seven Hills 2014 McClellan Estate Malbec (Walla Walla Valley (WA)),91.0,Seven Hills
11.5%,"Nahe, Germany",750 ml,White,8/1/2017,Kreuznacher Steinberg Trocken,Wein Bauer Inc,"$29,  Buy Now",Anna Lee C. Iijima,http://www.winemag.com/buying-guide/sj-montigny-2014-kreuznacher-steinberg-trocken-riesling-nahe,Not rated yet [Add Your Review],Riesling,"This intensely mineral wine leads with bold strikes of steel, slate and smoke. But the palate opens gradually, exposing brighter yellow peach and lemon. Taut and dry, it finishes on lingering notes of salt and crushed minerals. It's elegant now but should improve through 2025 and hold further.",SJ Montigny 2014 Kreuznacher Steinberg Trocken Riesling (Nahe),91.0,SJ Montigny
14.5%,"Napa Valley, Napa, California, US",750 ml,Red,8/1/2017,Consonante Reverence Vineyard,,"$150,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/soquel-vineyards-2014-consonante-reverence-vineyard-cabernet-sauvignon-napa-valley,Not rated yet [Add Your Review],Cabernet Sauvignon,"Cherry, cassis and cedar flavors define this full-bodied, velvety and softly gripping wine. Its firm, toasty oak is integrated and supportive.",Soquel Vineyards 2014 Consonante Reverence Vineyard Cabernet Sauvignon (Napa Valley),91.0,Soquel Vineyards
12.9%,"San Luis Obispo County, Central Coast, California, US",750 ml,White,8/1/2017,Estate,,"$25,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/stolo-2016-estate-gewurztraminer-san-luis-obispo-county,Not rated yet [Add Your Review],Gewürztraminer,"Gewürztraminer often stuns when it shows floral scents on the nose yet is utterly dry on the palate. That's what happens in this bottling, with aromas reminiscent of walking through a blooming field of plumeria, jasmine, orange blossoms and Pink Lady apples. The palate is bone-dry, with balanced acidity and a stony texture, framing crisp pear and dried apple flavors.",Stolo 2016 Estate Gewürztraminer (San Luis Obispo County),91.0,Stolo
